"Customers","Products","Periods","DemandPeriods"
148,1,6,12145
148,1,7,12921
148,1,8,15370
148,1,9,17732
148,1,10,19984
148,2,1,1676
148,2,2,3348
148,2,3,4690
148,2,4,5715
148,2,5,7479
148,2,6,8467
148,2,7,9273
148,2,8,11407
148,2,9,12895
148,2,10,14222
148,3,1,6148
148,3,2,15543
148,3,3,19812
148,3,4,26823
148,3,5,35141
148,3,6,40961
148,3,7,53109
148,3,8,59658
148,3,9,70241
148,3,10,75110
148,4,1,1945
148,4,2,4160
148,4,3,5131
148,4,4,7492
148,4,5,9114
148,4,6,11277
148,4,7,13383
148,4,8,14197
148,4,9,16222
148,4,10,18331
149,1,1,2869
149,1,2,6927
149,1,3,9277
149,1,4,14811
149,1,5,16358
149,1,6,19374
149,1,7,24789
149,1,8,28594
149,1,9,32999
149,1,10,35557
149,2,1,3309
149,2,2,6438
149,2,3,13123
149,2,4,13492
149,2,5,18172
149,2,6,23626
149,2,7,25601
149,2,8,32483
149,2,9,34350
149,2,10,39000
149,3,1,17587
149,3,2,30591
149,3,3,45960
149,3,4,64491
149,3,5,70635
149,3,6,86986
149,3,7,114435
149,3,8,129343
149,3,9,134436
149,3,10,154360
149,4,1,3697
149,4,2,7527
149,4,3,11658
149,4,4,16488
149,4,5,20301
149,4,6,23085
149,4,7,25828
149,4,8,28957
149,4,9,34108
149,4,10,37975
150,1,1,2524
150,1,2,4394
150,1,3,7203
150,1,4,8318
150,1,5,11688
150,1,6,13708
150,1,7,16012
150,1,8,18061
150,1,9,20391
150,1,10,21910
150,2,1,1865
150,2,2,2785
150,2,3,5020
150,2,4,6767
150,2,5,8663
150,2,6,10490
150,2,7,10568
150,2,8,13700
150,2,9,15104
150,2,10,16174
150,3,1,3654
150,3,2,7398
150,3,3,12102
150,3,4,16275
150,3,5,20437
150,3,6,25781
150,3,7,30405
150,3,8,37026
150,3,9,39620
150,3,10,45056
150,4,1,930
150,4,2,1467
150,4,3,2793
150,4,4,3429
150,4,5,3795
150,4,6,4672
150,4,7,5393
150,4,8,6243
150,4,9,7493
150,4,10,8033
151,1,1,510
151,1,2,1444
151,1,3,1680
151,1,4,2208
151,1,5,3219
151,1,6,3721
151,1,7,4307
151,1,8,5156
151,1,9,5563
151,1,10,6227
151,2,1,387
151,2,2,1079
151,2,3,1327
151,2,4,2063
151,2,5,2529
151,2,6,2891
151,2,7,3414
151,2,8,3587
151,2,9,4099
151,2,10,4581
151,3,1,5390
151,3,2,11193
151,3,3,14981
151,3,4,19646
151,3,5,28840
151,3,6,32987
151,3,7,40654
151,3,8,43989
151,3,9,50205
151,3,10,54691
151,4,1,800
151,4,2,1671
151,4,3,2716
151,4,4,3608
151,4,5,4094
151,4,6,4579
151,4,7,5326
151,4,8,6112
151,4,9,7088
151,4,10,8091
152,1,1,695
152,1,2,1667
152,1,3,1830
152,1,4,3063
152,1,5,3840
152,1,6,4019
152,1,7,5216
152,1,8,5852
152,1,9,6686
152,1,10,7154
152,2,1,397
152,2,2,804
152,2,3,1132
152,2,4,1625
152,2,5,1618
152,2,6,2242
152,2,7,2612
152,2,8,3060
152,2,9,3289
152,2,10,3672
152,3,1,1401
152,3,2,3413
152,3,3,4666
152,3,4,6097
152,3,5,6716
152,3,6,9602
152,3,7,11029
152,3,8,12349
152,3,9,13436
152,3,10,15244
152,4,1,211
152,4,2,372
152,4,3,487
152,4,4,763
152,4,5,1034
152,4,6,1134
152,4,7,1417
152,4,8,1510
152,4,9,1775
152,4,10,1925
153,1,1,3262
153,1,2,7086
153,1,3,13560
153,1,4,13868
153,1,5,19866
153,1,6,21809
153,1,7,25540
153,1,8,30654
153,1,9,35156
153,1,10,39012
153,2,1,4198
153,2,2,7625
153,2,3,10002
153,2,4,13700
153,2,5,18625
153,2,6,20775
153,2,7,24975
153,2,8,29686
153,2,9,34900
153,2,10,38244
153,3,1,21313
153,3,2,48071
153,3,3,57284
153,3,4,84590
153,3,5,113186
153,3,6,125053
153,3,7,165940
153,3,8,175547
153,3,9,205733
153,3,10,226836
153,4,1,6442
153,4,2,15472
153,4,3,20575
153,4,4,29711
153,4,5,34390
153,4,6,47329
153,4,7,52153
153,4,8,58366
153,4,9,65341
153,4,10,73643
154,1,1,4197
154,1,2,6383
154,1,3,10071
154,1,4,13478
154,1,5,19447
154,1,6,21507
154,1,7,25510
154,1,8,28686
154,1,9,33192
154,1,10,36916
154,2,1,2865
154,2,2,6052
154,2,3,8157
154,2,4,11510
154,2,5,16448
154,2,6,18016
154,2,7,22214
154,2,8,24112
154,2,9,27620
154,2,10,30378
154,3,1,18307
154,3,2,30591
154,3,3,47458
154,3,4,63498
154,3,5,80897
154,3,6,97102
154,3,7,120927
154,3,8,131154
154,3,9,154463
154,3,10,174281
154,4,1,3522
154,4,2,7339
154,4,3,11401
154,4,4,15094
154,4,5,18915
154,4,6,20158
154,4,7,23455
154,4,8,29538
154,4,9,32027
154,4,10,35287
155,1,1,1886
155,1,2,3283
155,1,3,5041
155,1,4,5896
155,1,5,7817
155,1,6,9835
155,1,7,12457
155,1,8,14228
155,1,9,15634
155,1,10,17057
155,2,1,1419
155,2,2,3704
155,2,3,4702
155,2,4,6589
155,2,5,7900
155,2,6,10733
155,2,7,12354
155,2,8,14181
155,2,9,15054
155,2,10,17204
155,3,1,12851
155,3,2,31759
155,3,3,42004
155,3,4,49645
155,3,5,75044
155,3,6,88314
155,3,7,103985
155,3,8,108019
155,3,9,126508
155,3,10,137801
155,4,1,1904
155,4,2,3737
155,4,3,6161
155,4,4,9090
155,4,5,11356
155,4,6,12986
155,4,7,14386
155,4,8,16599
155,4,9,19470
155,4,10,20826
156,1,1,5456
156,1,2,9822
156,1,3,16811
156,1,4,17115
156,1,5,23624
156,1,6,32142
156,1,7,31831
156,1,8,38424
156,1,9,43663
156,1,10,49181
156,2,1,2337
156,2,2,4498
156,2,3,5972
156,2,4,8494
156,2,5,10881
156,2,6,13803
156,2,7,16379
156,2,8,18938
156,2,9,21021
156,2,10,23622
156,3,1,45189
156,3,2,74123
156,3,3,119928
156,3,4,143506
156,3,5,212428
156,3,6,235973
156,3,7,274738
156,3,8,318268
156,3,9,335477
156,3,10,381746
156,4,1,3708
156,4,2,7133
156,4,3,10923
156,4,4,12365
156,4,5,16085
156,4,6,19300
156,4,7,20968
156,4,8,26882
156,4,9,29689
156,4,10,32014
157,1,1,3358
157,1,2,6100
157,1,3,7390
157,1,4,11323
157,1,5,14433
157,1,6,18747
157,1,7,21294
157,1,8,21851
157,1,9,25628
157,1,10,28714
157,2,1,938
157,2,2,2316
157,2,3,3381
157,2,4,4385
157,2,5,4563
157,2,6,5411
157,2,7,6996
157,2,8,7604
157,2,9,8950
157,2,10,10015
157,3,1,22172
157,3,2,32826
157,3,3,55161
157,3,4,85833
157,3,5,101451
157,3,6,120371
157,3,7,137096
157,3,8,153533
157,3,9,174211
157,3,10,195337
157,4,1,1507
157,4,2,2826
157,4,3,3937
157,4,4,6048
157,4,5,7139
157,4,6,9975
157,4,7,11172
157,4,8,11777
157,4,9,13705
157,4,10,15402
158,1,1,1697
158,1,2,3952
158,1,3,5649
158,1,4,6812
158,1,5,7583
158,1,6,9312
158,1,7,11303
158,1,8,13681
158,1,9,15112
158,1,10,16957
158,2,1,1377
158,2,2,2590
158,2,3,4818
158,2,4,6828
158,2,5,8098
158,2,6,8411
158,2,7,9696
158,2,8,12116
158,2,9,13859
158,2,10,15053
158,3,1,7640
158,3,2,14654
158,3,3,19938
158,3,4,28589
158,3,5,41972
158,3,6,47586
158,3,7,51140
158,3,8,62184
158,3,9,71695
158,3,10,78937
158,4,1,593
158,4,2,1294
158,4,3,2241
158,4,4,2448
158,4,5,3651
158,4,6,4227
158,4,7,4389
158,4,8,5415
158,4,9,6317
158,4,10,6762
159,1,1,2637
159,1,2,6821
159,1,3,10189
159,1,4,12426
159,1,5,16711
159,1,6,19120
159,1,7,21380
159,1,8,25213
159,1,9,28322
159,1,10,31739
159,2,1,3404
159,2,2,5439
159,2,3,8414
159,2,4,12788
159,2,5,14612
159,2,6,19503
159,2,7,22109
159,2,8,23685
159,2,9,27899
159,2,10,30061
159,3,1,30120
159,3,2,59331
159,3,3,76432
159,3,4,113256
159,3,5,131464
159,3,6,161177
159,3,7,173490
159,3,8,216826
159,3,9,233254
159,3,10,266922
159,4,1,3561
159,4,2,7104
159,4,3,10190
159,4,4,13775
159,4,5,16765
159,4,6,19991
159,4,7,24941
159,4,8,28792
159,4,9,32340
159,4,10,36669
160,1,1,1291
160,1,2,3383
160,1,3,4919
160,1,4,5912
160,1,5,7283
160,1,6,9719
160,1,7,11115
160,1,8,12131
160,1,9,13931
160,1,10,15258
160,2,1,2663
160,2,2,4473
160,2,3,6423
160,2,4,10038
160,2,5,10952
160,2,6,12212
160,2,7,14920
160,2,8,17925
160,2,9,19917
160,2,10,22219
160,3,1,5094
160,3,2,10962
160,3,3,16102
160,3,4,22394
160,3,5,29248
160,3,6,35354
160,3,7,37156
160,3,8,43541
160,3,9,51417
160,3,10,54997
160,4,1,2248
160,4,2,4405
160,4,3,7270
160,4,4,8435
160,4,5,10640
160,4,6,13734
160,4,7,15956
160,4,8,17641
160,4,9,18907
160,4,10,21707
161,1,1,1875
161,1,2,3487
161,1,3,4483
161,1,4,7050
161,1,5,9183
161,1,6,9837
161,1,7,12452
161,1,8,12743
161,1,9,14604
161,1,10,16755
161,2,1,807
161,2,2,1689
161,2,3,2798
161,2,4,3872
161,2,5,5033
161,2,6,5657
161,2,7,6489
161,2,8,7855
161,2,9,9315
161,2,10,9987
161,3,1,8479
161,3,2,15816
161,3,3,24028
161,3,4,25793
161,3,5,34649
161,3,6,45885
161,3,7,51897
161,3,8,62121
161,3,9,64836
161,3,10,73581
161,4,1,821
161,4,2,1831
161,4,3,3313
161,4,4,3754
161,4,5,4599
161,4,6,5462
161,4,7,7163
161,4,8,8137
161,4,9,8404
161,4,10,9711
162,1,1,763
162,1,2,1504
162,1,3,1716
162,1,4,2895
162,1,5,3513
162,1,6,4027
162,1,7,4743
162,1,8,5022
162,1,9,5970
162,1,10,6544
162,2,1,370
162,2,2,1029
162,2,3,1485
162,2,4,1800
162,2,5,2310
162,2,6,2550
162,2,7,3090
162,2,8,3455
162,2,9,3879
162,2,10,4457
162,3,1,2769
162,3,2,4702
162,3,3,7269
162,3,4,10340
162,3,5,10874
162,3,6,15158
162,3,7,17645
162,3,8,20031
162,3,9,21302
162,3,10,23720
162,4,1,238
162,4,2,511
162,4,3,644
162,4,4,1032
162,4,5,1409
162,4,6,1405
162,4,7,1743
162,4,8,2071
162,4,9,2240
162,4,10,2537
163,1,1,1605
163,1,2,3060
163,1,3,5077
163,1,4,6484
163,1,5,8342
163,1,6,8916
163,1,7,11524
163,1,8,12252
163,1,9,14057
163,1,10,16162
163,2,1,1150
163,2,2,2388
163,2,3,2680
163,2,4,3531
163,2,5,5371
163,2,6,5698
163,2,7,7684
163,2,8,8465
163,2,9,9029
163,2,10,10215
163,3,1,6678
163,3,2,9458
163,3,3,15390
163,3,4,24303
163,3,5,30266
163,3,6,32327
163,3,7,40327
163,3,8,46662
163,3,9,48868
163,3,10,55738
163,4,1,564
163,4,2,914
163,4,3,1602
163,4,4,2021
163,4,5,2798
163,4,6,2899
163,4,7,3998
163,4,8,4348
163,4,9,4681
163,4,10,5326
164,1,1,1196
164,1,2,1808
164,1,3,3064
164,1,4,3987
164,1,5,4652
164,1,6,6609
164,1,7,6669
164,1,8,8468
164,1,9,8842
164,1,10,10071
164,2,1,347
164,2,2,629
164,2,3,1012
164,2,4,1354
164,2,5,1795
164,2,6,1994
164,2,7,2291
164,2,8,2633
164,2,9,3063
164,2,10,3289
164,3,1,3604
164,3,2,7372
164,3,3,10576
164,3,4,16855
164,3,5,21365
164,3,6,23629
164,3,7,25985
164,3,8,31351
164,3,9,37283
164,3,10,40108
164,4,1,145
164,4,2,284
164,4,3,323
164,4,4,490
164,4,5,608
164,4,6,666
164,4,7,821
164,4,8,952
164,4,9,1131
164,4,10,1229
165,1,1,1349
165,1,2,2550
165,1,3,4124
165,1,4,5572
165,1,5,8220
165,1,6,9444
165,1,7,10085
165,1,8,12017
165,1,9,12853
165,1,10,14874
165,2,1,331
165,2,2,738
165,2,3,1013
165,2,4,1331
165,2,5,1791
165,2,6,2241
165,2,7,2313
165,2,8,2833
165,2,9,3274
165,2,10,3549
165,3,1,4280
165,3,2,9203
165,3,3,16216
165,3,4,18817
165,3,5,26739
165,3,6,28746
165,3,7,33443
165,3,8,37172
165,3,9,42274
165,3,10,48750
165,4,1,478
165,4,2,804
165,4,3,1312
165,4,4,1625
165,4,5,2129
165,4,6,2327
165,4,7,2886
165,4,8,3491
165,4,9,3866
165,4,10,4134
166,1,1,2134
166,1,2,5109
166,1,3,6942
166,1,4,8167
166,1,5,10534
166,1,6,14785
166,1,7,16853
166,1,8,18455
166,1,9,21921
166,1,10,23554
166,2,1,1740
166,2,2,2707
166,2,3,5221
166,2,4,6561
166,2,5,8305
166,2,6,8498
166,2,7,10099
166,2,8,13133
166,2,9,13832
166,2,10,15651
166,3,1,4482
166,3,2,9750
166,3,3,12324
166,3,4,18990
166,3,5,22675
166,3,6,26336
166,3,7,31274
166,3,8,33295
166,3,9,39774
166,3,10,43126
166,4,1,1351
166,4,2,2316
166,4,3,3982
166,4,4,5458
166,4,5,6949
166,4,6,8073
166,4,7,9656
166,4,8,9732
166,4,9,12029
166,4,10,12920
167,1,1,1885
167,1,2,4813
167,1,3,6882
167,1,4,9466
167,1,5,11617
167,1,6,14957
167,1,7,15862
167,1,8,18668
167,1,9,20428
167,1,10,23286
167,2,1,1570
167,2,2,2780
167,2,3,4400
167,2,4,6008
167,2,5,6807
167,2,6,7641
167,2,7,9085
167,2,8,10499
167,2,9,11742
167,2,10,13431
167,3,1,13643
167,3,2,36338
167,3,3,53692
167,3,4,61004
167,3,5,80106
167,3,6,102258
167,3,7,103506
167,3,8,124610
167,3,9,141563
167,3,10,160543
167,4,1,1146
167,4,2,2715
167,4,3,3191
167,4,4,4649
167,4,5,6715
167,4,6,6922
167,4,7,8645
167,4,8,9490
167,4,9,11047
167,4,10,12429
168,1,1,4078
168,1,2,7316
168,1,3,12830
168,1,4,18520
168,1,5,21121
168,1,6,23768
168,1,7,30438
168,1,8,36377
168,1,9,39252
168,1,10,43254
168,2,1,2847
168,2,2,3963
168,2,3,7055
168,2,4,10773
168,2,5,10716
168,2,6,14479
168,2,7,15857
168,2,8,19512
168,2,9,20729
168,2,10,23874
168,3,1,12361
168,3,2,17831
168,3,3,32168
168,3,4,41424
168,3,5,50812
168,3,6,68234
168,3,7,71290
168,3,8,83539
168,3,9,92644
168,3,10,103637
168,4,1,2571
168,4,2,4326
168,4,3,7874
168,4,4,11771
168,4,5,14407
168,4,6,16609
168,4,7,18697
168,4,8,21100
168,4,9,23096
168,4,10,25822
169,1,1,1247
169,1,2,2933
169,1,3,3327
169,1,4,5836
169,1,5,5872
169,1,6,7460
169,1,7,8539
169,1,8,11008
169,1,9,12164
169,1,10,13019
169,2,1,1827
169,2,2,2663
169,2,3,5057
169,2,4,6736
169,2,5,6894
169,2,6,8819
169,2,7,10913
169,2,8,11863
169,2,9,13311
169,2,10,15269
169,3,1,2437
169,3,2,5150
169,3,3,6567
169,3,4,9708
169,3,5,13726
169,3,6,14332
169,3,7,16347
169,3,8,20300
169,3,9,23553
169,3,10,25280
169,4,1,803
169,4,2,1591
169,4,3,2231
169,4,4,3112
169,4,5,3626
169,4,6,4536
169,4,7,5486
169,4,8,6028
169,4,9,7134
169,4,10,7863
170,1,1,2268
170,1,2,3849
170,1,3,6241
170,1,4,8627
170,1,5,9804
170,1,6,13235
170,1,7,15639
170,1,8,16886
170,1,9,18467
170,1,10,21237
170,2,1,1554
170,2,2,3176
170,2,3,5349
170,2,4,8025
170,2,5,8186
170,2,6,11003
170,2,7,13256
170,2,8,14601
170,2,9,16011
170,2,10,18113
170,3,1,19206
170,3,2,34993
170,3,3,56323
170,3,4,67302
170,3,5,77147
170,3,6,91174
170,3,7,111555
170,3,8,136517
170,3,9,145363
170,3,10,166172
170,4,1,1824
170,4,2,3580
170,4,3,4653
170,4,4,5813
170,4,5,7878
170,4,6,9191
170,4,7,11789
170,4,8,13877
170,4,9,15089
170,4,10,16706
171,1,1,3205
171,1,2,6735
171,1,3,8867
171,1,4,10132
171,1,5,15914
171,1,6,18120
171,1,7,21702
171,1,8,22080
171,1,9,26523
171,1,10,28746
171,2,1,2023
171,2,2,4079
171,2,3,5513
171,2,4,6835
171,2,5,9348
171,2,6,11876
171,2,7,12257
171,2,8,14498
171,2,9,16657
171,2,10,18302
171,3,1,10038
171,3,2,25294
171,3,3,30205
171,3,4,47695
171,3,5,66044
171,3,6,69562
171,3,7,82367
171,3,8,90105
171,3,9,107843
171,3,10,119802
171,4,1,571
171,4,2,1192
171,4,3,1616
171,4,4,2367
171,4,5,2972
171,4,6,3843
171,4,7,4416
171,4,8,4994
171,4,9,5381
171,4,10,6102
172,1,1,4047
172,1,2,7979
172,1,3,14287
172,1,4,19625
172,1,5,23867
172,1,6,28082
172,1,7,30123
172,1,8,35260
172,1,9,37923
172,1,10,43550
172,2,1,1640
172,2,2,2394
172,2,3,3518
172,2,4,6250
172,2,5,6814
172,2,6,7976
172,2,7,10061
172,2,8,10871
172,2,9,12574
172,2,10,13726
172,3,1,31084
172,3,2,69017
172,3,3,101534
172,3,4,123917
172,3,5,189782
172,3,6,216524
172,3,7,229066
172,3,8,260652
172,3,9,298915
172,3,10,343524
172,4,1,2770
172,4,2,4757
172,4,3,7741
172,4,4,10449
172,4,5,13658
172,4,6,15498
172,4,7,15910
172,4,8,19904
172,4,9,21426
172,4,10,24478
173,1,1,4435
173,1,2,8989
173,1,3,12085
173,1,4,18180
173,1,5,19356
173,1,6,28511
173,1,7,29008
173,1,8,33293
173,1,9,40225
173,1,10,43380
173,2,1,3698
173,2,2,6671
173,2,3,10099
173,2,4,14719
173,2,5,17982
173,2,6,23767
173,2,7,25119
173,2,8,29184
173,2,9,31554
173,2,10,36158
173,3,1,16857
173,3,2,29513
173,3,3,43064
173,3,4,70022
173,3,5,70603
173,3,6,100660
173,3,7,107827
173,3,8,122716
173,3,9,136356
173,3,10,156510
173,4,1,2244
173,4,2,3345
173,4,3,6371
173,4,4,7275
173,4,5,10116
173,4,6,10897
173,4,7,13924
173,4,8,15946
173,4,9,18062
173,4,10,20000
174,1,1,2314
174,1,2,5373
174,1,3,7870
174,1,4,10540
174,1,5,13497
174,1,6,16255
174,1,7,17505
174,1,8,22142
174,1,9,23170
174,1,10,26228
174,2,1,1895
174,2,2,4587
174,2,3,5634
174,2,4,8487
174,2,5,11170
174,2,6,13367
174,2,7,16638
174,2,8,18075
174,2,9,19047
174,2,10,22014
174,3,1,18512
174,3,2,29126
174,3,3,53064
174,3,4,72166
174,3,5,90483
174,3,6,99864
174,3,7,115254
174,3,8,132216
174,3,9,158003
174,3,10,173091
174,4,1,4314
174,4,2,7771
174,4,3,11219
174,4,4,16774
174,4,5,17405
174,4,6,25071
174,4,7,28271
174,4,8,30031
174,4,9,35597
174,4,10,38078
175,1,1,3923
175,1,2,10314
175,1,3,16758
175,1,4,20976
175,1,5,24030
175,1,6,31719
175,1,7,31486
175,1,8,36436
175,1,9,44038
175,1,10,48288
175,2,1,2199
175,2,2,4447
175,2,3,6783
175,2,4,10377
175,2,5,12414
175,2,6,14426
175,2,7,15870
175,2,8,19746
175,2,9,21818
175,2,10,23682
175,3,1,19539
175,3,2,37410
175,3,3,65525
175,3,4,68786
175,3,5,107618
175,3,6,121532
175,3,7,140552
175,3,8,154864
175,3,9,180854
175,3,10,195912
175,4,1,2751
175,4,2,5506
175,4,3,8390
175,4,4,10540
175,4,5,14070
175,4,6,15342
175,4,7,19022
175,4,8,21308
175,4,9,23562
175,4,10,25437
176,1,1,2996
176,1,2,7067
176,1,3,9219
176,1,4,15543
176,1,5,15979
176,1,6,19515
176,1,7,24381
176,1,8,26001
176,1,9,30963
176,1,10,34090
176,2,1,1059
176,2,2,1947
176,2,3,3153
176,2,4,4797
176,2,5,6267
176,2,6,7703
176,2,7,8182
176,2,8,9431
176,2,9,10738
176,2,10,11830
176,3,1,9103
176,3,2,17260
176,3,3,26228
176,3,4,29091
176,3,5,39610
176,3,6,43346
176,3,7,56211
176,3,8,59010
176,3,9,69720
176,3,10,76852
176,4,1,1518
176,4,2,2167
176,4,3,4254
176,4,4,5303
176,4,5,7023
176,4,6,7652
176,4,7,9343
176,4,8,10558
176,4,9,11738
176,4,10,12653
177,1,1,2820
177,1,2,5940
177,1,3,8351
177,1,4,12439
177,1,5,16299
177,1,6,18614
177,1,7,19404
177,1,8,23005
177,1,9,27863
177,1,10,30126
177,2,1,1858
177,2,2,4372
177,2,3,6213
177,2,4,6990
177,2,5,10328
177,2,6,10393
177,2,7,12032
177,2,8,14699
177,2,9,16512
177,2,10,18628
177,3,1,19030
177,3,2,45282
177,3,3,70251
177,3,4,89915
177,3,5,116449
177,3,6,135795
177,3,7,145338
177,3,8,172754
177,3,9,192870
177,3,10,220928
177,4,1,3394
177,4,2,6921
177,4,3,9199
177,4,4,10868
177,4,5,14281
177,4,6,18090
177,4,7,21925
177,4,8,22441
177,4,9,26164
177,4,10,29508
178,1,1,2721
178,1,2,5206
178,1,3,8296
178,1,4,11929
178,1,5,13873
178,1,6,16434
178,1,7,19324
178,1,8,22228
178,1,9,24709
178,1,10,26440
178,2,1,2385
178,2,2,3747
178,2,3,5934
178,2,4,8505
178,2,5,11375
178,2,6,13552
178,2,7,13502
178,2,8,16885
178,2,9,17938
178,2,10,20683
178,3,1,23538
178,3,2,64110
178,3,3,98788
178,3,4,107500
178,3,5,146299
178,3,6,165117
178,3,7,189468
178,3,8,238621
178,3,9,265318
178,3,10,284175
178,4,1,2581
178,4,2,5211
178,4,3,7491
178,4,4,10752
178,4,5,11765
178,4,6,15952
178,4,7,16751
178,4,8,18488
178,4,9,21812
178,4,10,24282
179,1,1,3524
179,1,2,7461
179,1,3,11700
179,1,4,13138
179,1,5,16743
179,1,6,22859
179,1,7,23384
179,1,8,27004
179,1,9,31321
179,1,10,34963
179,2,1,1339
179,2,2,3189
179,2,3,4432
179,2,4,6388
179,2,5,6956
179,2,6,9981
179,2,7,10987
179,2,8,12777
179,2,9,14145
179,2,10,15381
179,3,1,21794
179,3,2,39886
179,3,3,62763
179,3,4,93263
179,3,5,104223
179,3,6,139095
179,3,7,148270
179,3,8,175546
179,3,9,194046
179,3,10,212215
179,4,1,1829
179,4,2,2603
179,4,3,4674
179,4,4,6299
179,4,5,8534
179,4,6,9136
179,4,7,11726
179,4,8,11909
179,4,9,14542
179,4,10,15797
180,1,1,6044
180,1,2,12033
180,1,3,19463
180,1,4,24045
180,1,5,27762
180,1,6,37025
180,1,7,44315
180,1,8,47576
180,1,9,57997
180,1,10,62353
180,2,1,1853
180,2,2,4652
180,2,3,7012
180,2,4,9922
180,2,5,10992
180,2,6,13041
180,2,7,16368
180,2,8,17584
180,2,9,19602
180,2,10,22106
180,3,1,41355
180,3,2,70945
180,3,3,109870
180,3,4,156277
180,3,5,209145
180,3,6,257947
180,3,7,282293
180,3,8,335825
180,3,9,370705
180,3,10,400838
180,4,1,4738
180,4,2,8999
180,4,3,12337
180,4,4,14712
180,4,5,19254
180,4,6,24563
180,4,7,30124
180,4,8,33727
180,4,9,37267
180,4,10,40935
181,1,1,1591
181,1,2,4240
181,1,3,5289
181,1,4,8344
181,1,5,9042
181,1,6,11741
181,1,7,12747
181,1,8,14566
181,1,9,18001
181,1,10,19254
181,2,1,2119
181,2,2,3050
181,2,3,5498
181,2,4,6944
181,2,5,9376
181,2,6,10415
181,2,7,13327
181,2,8,14947
181,2,9,16110
181,2,10,18360
181,3,1,14835
181,3,2,28482
181,3,3,43220
181,3,4,54241
181,3,5,70128
181,3,6,84391
181,3,7,100481
181,3,8,107118
181,3,9,118290
181,3,10,133784
181,4,1,1040
181,4,2,2144
181,4,3,3237
181,4,4,4909
181,4,5,5771
181,4,6,6441
181,4,7,7264
181,4,8,8882
181,4,9,9680
181,4,10,10811
182,1,1,3534
182,1,2,6998
182,1,3,9337
182,1,4,14904
182,1,5,18764
182,1,6,23304
182,1,7,25431
182,1,8,29158
182,1,9,33419
182,1,10,36038
182,2,1,3374
182,2,2,5119
182,2,3,8223
182,2,4,11314
182,2,5,14587
182,2,6,16147
182,2,7,20501
182,2,8,24021
182,2,9,26004
182,2,10,28713
182,3,1,31020
182,3,2,56936
182,3,3,106581
182,3,4,137457
182,3,5,161895
182,3,6,205358
182,3,7,210682
182,3,8,247492
182,3,9,292288
182,3,10,316651
182,4,1,5053
182,4,2,13090
182,4,3,16186
182,4,4,25136
182,4,5,28140
182,4,6,33207
182,4,7,37858
182,4,8,44420
182,4,9,50625
182,4,10,57557
183,1,1,2007
183,1,2,3822
183,1,3,5550
183,1,4,6822
183,1,5,9023
183,1,6,9907
183,1,7,12584
183,1,8,13885
183,1,9,15348
183,1,10,17407
183,2,1,868
183,2,2,1872
183,2,3,3279
183,2,4,3846
183,2,5,5490
183,2,6,5809
183,2,7,7542
183,2,8,7756
183,2,9,9236
183,2,10,10036
183,3,1,20682
183,3,2,38426
183,3,3,54756
183,3,4,79922
183,3,5,83382
183,3,6,108929
183,3,7,138880
183,3,8,145667
183,3,9,169888
183,3,10,184117
183,4,1,951
183,4,2,1691
183,4,3,2218
183,4,4,3055
183,4,5,4103
183,4,6,5299
183,4,7,5244
183,4,8,6083
183,4,9,7187
183,4,10,8051
184,1,1,305
184,1,2,479
184,1,3,701
184,1,4,1028
184,1,5,1365
184,1,6,1678
184,1,7,1722
184,1,8,2191
184,1,9,2341
184,1,10,2629
184,2,1,251
184,2,2,474
184,2,3,603
184,2,4,853
184,2,5,1182
184,2,6,1340
184,2,7,1559
184,2,8,1609
184,2,9,1833
184,2,10,2120
184,3,1,2243
184,3,2,4210
184,3,3,5398
184,3,4,8479
184,3,5,10548
184,3,6,12219
184,3,7,13619
184,3,8,14877
184,3,9,17388
184,3,10,19103
184,4,1,156
184,4,2,425
184,4,3,584
184,4,4,802
184,4,5,960
184,4,6,1203
184,4,7,1321
184,4,8,1573
184,4,9,1798
184,4,10,1942
185,1,1,463
185,1,2,1053
185,1,3,1690
185,1,4,1870
185,1,5,2589
185,1,6,2816
185,1,7,3359
185,1,8,3844
185,1,9,4476
185,1,10,4973
185,2,1,432
185,2,2,850
185,2,3,1555
185,2,4,1628
185,2,5,2185
185,2,6,3042
185,2,7,3205
185,2,8,3663
185,2,9,4146
185,2,10,4640
185,3,1,1591
185,3,2,3157
185,3,3,4042
185,3,4,5645
185,3,5,6885
185,3,6,7903
185,3,7,9681
185,3,8,11460
185,3,9,11911
185,3,10,13598
185,4,1,313
185,4,2,785
185,4,3,862
185,4,4,1225
185,4,5,1696
185,4,6,1860
185,4,7,2179
185,4,8,2534
185,4,9,2934
185,4,10,3350
186,1,1,231
186,1,2,422
186,1,3,558
186,1,4,910
186,1,5,974
186,1,6,1260
186,1,7,1421
186,1,8,1530
186,1,9,1791
186,1,10,2028
186,2,1,168
186,2,2,373
186,2,3,466
186,2,4,671
186,2,5,883
186,2,6,986
186,2,7,1162
186,2,8,1328
186,2,9,1518
186,2,10,1628
186,3,1,2340
186,3,2,3409
186,3,3,6054
186,3,4,7455
186,3,5,9069
186,3,6,12330
186,3,7,14692
186,3,8,15305
186,3,9,17577
186,3,10,20141
186,4,1,134
186,4,2,224
186,4,3,316
186,4,4,468
186,4,5,554
186,4,6,689
186,4,7,772
186,4,8,926
186,4,9,1037
186,4,10,1145
187,1,1,35
187,1,2,73
187,1,3,84
187,1,4,127
187,1,5,160
187,1,6,201
187,1,7,217
